,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,ZONE,FGM,FGA,FG_PCT,SEASON,game_id,win,pd,ortg
26,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Mid-Range,,,,,2,1.0,9,119.4
27,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Left Corner 3,,,,,2,1.0,9,119.4
28,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Right Corner 3,,,,,2,1.0,9,119.4
29,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Above the Break 3,0.0,0.0,0.0,,2,1.0,9,119.4
30,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Backcourt,,,,,2,1.0,9,119.4
31,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Corner 3,,,,,2,1.0,9,119.4
32,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Restricted Area,1.0,1.0,1.0,,2,1.0,9,119.4
33,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
34,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Mid-Range,1.0,1.0,1.0,,2,1.0,9,119.4
35,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Left Corner 3,0.0,1.0,0.0,,2,1.0,9,119.4
36,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Right Corner 3,1.0,1.0,1.0,,2,1.0,9,119.4
37,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Above the Break 3,1.0,4.0,0.25,,2,1.0,9,119.4
38,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
39,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Corner 3,1.0,2.0,0.5,,2,1.0,9,119.4
40,203944,Julius Randle,Julius,1610612752,NYK,26.0,Restricted Area,2.0,3.0,0.667,,2,1.0,9,119.4
41,203944,Julius Randle,Julius,1610612752,NYK,26.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
42,203944,Julius Randle,Julius,1610612752,NYK,26.0,Mid-Range,6.0,12.0,0.5,,2,1.0,9,119.4
43,203944,Julius Randle,Julius,1610612752,NYK,26.0,Left Corner 3,0.0,1.0,0.0,,2,1.0,9,119.4
44,203944,Julius Randle,Julius,1610612752,NYK,26.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
45,203944,Julius Randle,Julius,1610612752,NYK,26.0,Above the Break 3,4.0,9.0,0.444,,2,1.0,9,119.4
46,203944,Julius Randle,Julius,1610612752,NYK,26.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
47,203944,Julius Randle,Julius,1610612752,NYK,26.0,Corner 3,0.0,1.0,0.0,,2,1.0,9,119.4
48,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Restricted Area,4.0,5.0,0.8,,2,1.0,9,119.4
49,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
50,203457,Nerlens Noel,Nerlens,1610612752,NYK,27.0,Mid-Range,0.0,0.0,0.0,,2,1.0,9,119.4
